hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Rectal Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Rectal Surgery,20,0,,,,
"ALTA BATES SUMMIT MED CTR, OAKLAND",Rectal Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Rectal Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Rectal Surgery,51,1,0.50,0.01,2.76,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Rectal Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Rectal Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Rectal Surgery,<20,,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Rectal Surgery,<20,,,,,
"SUTTER MED CTR, CASTRO VALLEY",Rectal Surgery,<20,,,,,
"EDEN MED CTR, CASTRO VALLEY",Rectal Surgery,,,,,,
SAN LEANDRO HOSP,Rectal Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Rectal Surgery,<20,,,,,
SUTTER ROSEVILLE MED CTR,Rectal Surgery,42,0,,,,
"SUTTER SOLANO MED CTR, VALLEJO",Rectal Surgery,<20,,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Rectal Surgery,<20,,,,,
SUTTER TRACY COMMUNITY HOSP,Rectal Surgery,<20,,,,,
SUTTER WEST BAY HOSPS,Rectal Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, DAVIES CAM HOSP, S F",Rectal Surgery,<20,,,,,
SUTTER WEST BAY HOSPS,Rectal Surgery,79,6,1.93,0.71,4.19,N.D.
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Rectal Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Rectal Surgery,,,,,,
"TAHOE FOREST HOSP, TRUCKEE",Rectal Surgery,<20,,,,,
"TORRANCE MEMORIAL MED CTR, TORRANCE",Rectal Surgery,20,0,,,,
"TRI-CITY MED CTR, OCEANSIDE",Rectal Surgery,<20,,,,,
TULARE REGIONAL MEDICAL CTR,Rectal Surgery,<20,,,,,
"TWIN CITIES COMMUNITY HOSP, TEMPLETON",Rectal Surgery,<20,,,,,
"UHS-CORONA, INC.",Rectal Surgery,<20,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Rectal Surgery,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Rectal Surgery,,,,,,
"UKIAH VALLEY MED CTR/HOSP DRIVE, UKIAH",Rectal Surgery,<20,,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Rectal Surgery,47,0,0.00,0.00,1.21,N.D.
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Rectal Surgery,<20,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Rectal Surgery,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Rectal Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Rectal Surgery,90,3,1.38,0.28,4.03,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Rectal Surgery,73,3,0.54,0.11,1.59,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Rectal Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Rectal Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Rectal Surgery,141,1,0.09,0.00,0.52,Low
"UCSF MED CTR, SAN FRANCISCO",Rectal Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Rectal Surgery,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Rectal Surgery,<20,,,,,
"VERDUGO HILLS HOSP, GLENDALE",Rectal Surgery,<20,,,,,
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Rectal Surgery,<20,,,,,
"WASHINGTON HOSP, FREMONT",Rectal Surgery,<20,,,,,
WATSONVILLE COMMUNITY HOSP,Rectal Surgery,<20,,,,,
"WEST ANAHEIM MED CTR, ANAHEIM",Rectal Surgery,<20,,,,,
WESTERN MED CTR ANAHEIM,Rectal Surgery,<20,,,,,
WESTERN MED CTR SANTA ANA,Rectal Surgery,<20,,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Rectal Surgery,<20,,,,,
WHITTIER HOSP MED CTR,Rectal Surgery,<20,,,,,
WOODLAND MEMORIAL HOSP,Rectal Surgery,<20,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Spinal Refusion Surgery,<20,,,,,
ALAMEDA COUNTY MED CTR,Spinal Refusion Surgery,<20,,,,,
"ALAMEDA COUNTY MED CTR, OAKLAND",Spinal Refusion Surgery,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Spinal Refusion Surgery,,,,,,
"ALVARADO HOSP, LLC",Spinal Refusion Surgery,<20,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Spinal Refusion Surgery,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Spinal Refusion Surgery,,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Spinal Refusion Surgery,<20,,,,,
"ARROWHEAD RGN MED CTR, COLTON",Spinal Refusion Surgery,<20,,,,,
BAKERSFIELD MEMORIAL HOSP,Spinal Refusion Surgery,<20,,,,,
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Spinal Refusion Surgery,,,,,,
SAN FRANCISCO,Spinal Refusion Surgery,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Spinal Refusion Surgery,209,3,0.58,0.12,1.69,N.D.
"CHAPMAN MED CTR, ORANGE",Spinal Refusion Surgery,<20,,,,,
CHILDRENS HOSP AND RESEARCH CTR AT OAKLAND,Spinal Refusion Surgery,<20,,,,,
CHILDRENS HOSP OF LOS ANGELES,Spinal Refusion Surgery,<20,,,,,
"CITRUS VALLEY MED CTR, INC.",Spinal Refusion Surgery,<20,,,,,
"CITRUS VALLEY MED CTR, IC , COVINA",Spinal Refusion Surgery,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Spinal Refusion Surgery,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Spinal Refusion Surgery,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Spinal Refusion Surgery,<20,,,,,
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Spinal Refusion Surgery,<20,,,,,
"COMMUNITY REGIONAL MED CTR, FRESNO",Spinal Refusion Surgery,<20,,,,,
COUNTY OF VENTURA,Spinal Refusion Surgery,<20,,,,,
VENTURA COUNTY MED CTR,Spinal Refusion Surgery,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Spinal Refusion Surgery,,,,,,
"DAMERON HOSP, STOCKTON",Spinal Refusion Surgery,<20,,,,,
DIGNITY HEALTH,Spinal Refusion Surgery,<20,,,,,
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Spinal Refusion Surgery,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Spinal Refusion Surgery,,,,,,
DIGNITY HEALTH,Spinal Refusion Surgery,<20,,,,,
"MERCY HOSP, BAKERSFIELD",Spinal Refusion Surgery,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Spinal Refusion Surgery,,,,,,
DOCTORS HOSP OF MANTECA,Spinal Refusion Surgery,<20,,,,,
"DOCTORS MED CTR, MODESTO",Spinal Refusion Surgery,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Spinal Refusion Surgery,<20,,,,,
EL CAMINO HOSP,Spinal Refusion Surgery,,,,,,
"EL CAMINO HOSP, LOS GATOS",Spinal Refusion Surgery,<20,,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Spinal Refusion Surgery,<20,,,,,
ENLOE MED CTR,Spinal Refusion Surgery,<20,,,,,
"ENLOE MED CTR-COHASSET, CHICO",Spinal Refusion Surgery,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Spinal Refusion Surgery,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Spinal Refusion Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Spinal Refusion Surgery,<20,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Spinal Refusion Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Spinal Refusion Surgery,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Spinal Refusion Surgery,<20,,,,,
GLENDALE ADVENTIST MED CTR,Spinal Refusion Surgery,<20,,,,,
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Spinal Refusion Surgery,<20,,,,,
"GOOD SAMARITAN HOSP, LP",Spinal Refusion Surgery,<20,,,,,
"MISSION OAKS HOSP, LOS GATOS",Spinal Refusion Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Spinal Refusion Surgery,,,,,,
"GROSSMONT HOSP, LA MESA",Spinal Refusion Surgery,64,0,0.00,0.00,2.90,N.D.
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Spinal Refusion Surgery,<20,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Spinal Refusion Surgery,37,0,,,,
"HOAG HOSPITAL, IRVINE",Spinal Refusion Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Spinal Refusion Surgery,,,,,,
HOAG ORTHOPEDIC HOSPITAL,Spinal Refusion Surgery,<20,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Spinal Refusion Surgery,<20,,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Spinal Refusion Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Spinal Refusion Surgery,,,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Spinal Refusion Surgery,67,0,0.00,0.00,3.26,N.D.
"JOHN MUIR MED CTR, CONCORD",Spinal Refusion Surgery,<20,,,,,
"JOHN MUIR MED CTR, WALNUT CREEK",Spinal Refusion Surgery,<20,,,,,
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Spinal Refusion Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, REDWOOD CITY",Spinal Refusion Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, SACRAMENTO",Spinal Refusion Surgery,82,0,0.00,0.00,1.64,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Spinal Refusion Surgery,<20,,,,,
KAISER FOUNDATION HOSP-SAN JOSE,Spinal Refusion Surgery,<20,,,,,
KAISER FOUNDATION HOSPS,Spinal Refusion Surgery,<20,,,,,
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Spinal Refusion Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Spinal Refusion Surgery,,,,,,
KAISER FOUNDATION HOSPS,Spinal Refusion Surgery,41,0,0.00,0.00,3.12,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Spinal Refusion Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Spinal Refusion Surgery,,,,,,
"KECK HOSP OF USC, LOS ANGELES",Spinal Refusion Surgery,52,0,0.00,0.00,2.22,N.D.
"LAC+USC MED CTR, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Spinal Refusion Surgery,<20,,,,,
LAKEWOOD REGIONAL MED CTR,Spinal Refusion Surgery,<20,,,,,
LOMA LINDA UNIVERSITY MED CTR,Spinal Refusion Surgery,23,0,,,,
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Spinal Refusion Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Spinal Refusion Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Spinal Refusion Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Spinal Refusion Surgery,29,0,,,,
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Spinal Refusion Surgery,<20,,,,,
LOS ALAMITOS MED CTR,Spinal Refusion Surgery,<20,,,,,
LOS ROBLES REGIONAL MED CTR,Spinal Refusion Surgery,31,2,,,,
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Spinal Refusion Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Spinal Refusion Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Spinal Refusion Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Spinal Refusion Surgery,,,,,,
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Spinal Refusion Surgery,<20,,,,,
MARINA DEL REY HOSP,Spinal Refusion Surgery,25,0,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Spinal Refusion Surgery,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Spinal Refusion Surgery,40,0,0.00,0.00,3.23,N.D.
MERCY MED CTR MT. SHASTA,Spinal Refusion Surgery,<20,,,,,
MERCY MED CTR REDDING,Spinal Refusion Surgery,25,0,,,,
"MERCY SAN JUAN MED CTR, CARMICHAEL",Spinal Refusion Surgery,<20,,,,,
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Spinal Refusion Surgery,<20,,,,,
MISSION HOSP REGIONAL MED CTR,Spinal Refusion Surgery,,,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Spinal Refusion Surgery,50,1,,,,
NORTHBAY HEALTHCARE GROUP,Spinal Refusion Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Spinal Refusion Surgery,<20,,,,,
"OLYMPIA MED CTR, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Spinal Refusion Surgery,51,1,0.95,0.02,5.28,N.D.
PALMDALE REGIONAL MEDICAL CTR,Spinal Refusion Surgery,<20,,,,,
PALOMAR HEALTH,Spinal Refusion Surgery,<20,,,,,
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Spinal Refusion Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Spinal Refusion Surgery,,,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Spinal Refusion Surgery,<20,,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Spinal Refusion Surgery,<20,,,,,
"POMERADO HOSP, POWAY",Spinal Refusion Surgery,<20,,,,,
"POMONA VALLEY HOSP MED CTR, POMONA",Spinal Refusion Surgery,<20,,,,,
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Spinal Refusion Surgery,<20,,,,,
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Spinal Refusion Surgery,<20,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Spinal Refusion Surgery,<20,,,,,
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Spinal Refusion Surgery,<20,,,,,
"PROVIDENCE TARZANA MED CTR, TARZANA",Spinal Refusion Surgery,<20,,,,,
"QUEEN OF THE VALLEY MED CTR, NAPA",Spinal Refusion Surgery,<20,,,,,
"RADY CHILDREN'S HOSP, SAN DIEGO",Spinal Refusion Surgery,<20,,,,,
REDLANDS COMMUNITY HOSP,Spinal Refusion Surgery,<20,,,,,
RIVERSIDE COMMUNITY HOSP,Spinal Refusion Surgery,34,2,,,,
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Spinal Refusion Surgery,<20,,,,,
SADDLEBACK MEMORIAL MED CTR,Spinal Refusion Surgery,<20,,,,,
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Spinal Refusion Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Spinal Refusion Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Spinal Refusion Surgery,<20,,,,,
"SAINT FRANCIS MED CTR, LYNWOOD",Spinal Refusion Surgery,<20,,,,,
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Spinal Refusion Surgery,<20,,,,,
"SAINT VINCENT MED CTR, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
SALINAS VALLEY MEMORIAL HOSP,Spinal Refusion Surgery,<20,,,,,
SAN FRANCISCO GENERAL HOSP,Spinal Refusion Surgery,<20,,,,,
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Spinal Refusion Surgery,<20,,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Spinal Refusion Surgery,<20,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Spinal Refusion Surgery,<20,,,,,
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Spinal Refusion Surgery,49,0,0.00,0.00,3.06,N.D.
SANTA ROSA MEMORIAL HOSP,Spinal Refusion Surgery,<20,,,,,
"SCRIPPS GREEN HOSP, LA JOLLA",Spinal Refusion Surgery,<20,,,,,
SCRIPPS HEALTH,Spinal Refusion Surgery,<20,,,,,
"SCRIPPS MERCY HOSP, SAN DIEGO",Spinal Refusion Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Spinal Refusion Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Spinal Refusion Surgery,<20,,,,,
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Spinal Refusion Surgery,<20,,,,,
"SHARP MEMORIAL HOSP, SAN DIEGO",Spinal Refusion Surgery,59,2,1.24,0.15,4.47,N.D.
"SHRINERS HOSPS FOR CHILDREN, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
"SHRINERS HOSPS FOR CHILDREN NORTH CA, SACRAMENTO",Spinal Refusion Surgery,<20,,,,,
SONORA REGIONAL MED CTR,Spinal Refusion Surgery,<20,,,,,
SONORA REGIONAL MED CTR CAMPUS #1,Spinal Refusion Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Spinal Refusion Surgery,,,,,,
ST BERNARDINE MED CTR,Spinal Refusion Surgery,<20,,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Spinal Refusion Surgery,<20,,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Spinal Refusion Surgery,<20,,,,,
ST JOSEPH HOSP EUREKA,Spinal Refusion Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Spinal Refusion Surgery,<20,,,,,
"ST JOSEPH HOSP, ORANGE",Spinal Refusion Surgery,89,3,1.03,0.21,3.01,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Spinal Refusion Surgery,<20,,,,,
"ST JUDE MED CTR, FULLERTON",Spinal Refusion Surgery,20,0,,,,
"ST MARY MED CTR, APPLE VALLEY",Spinal Refusion Surgery,<20,,,,,
"ST MARY MED CTR, LONG BEACH",Spinal Refusion Surgery,<20,,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Spinal Refusion Surgery,<20,,,,,
"STANFORD HOSP, STANFORD",Spinal Refusion Surgery,66,0,0.00,0.00,2.34,N.D.
"STANISLAUS SURGICAL HOSP, MODESTO",Spinal Refusion Surgery,<20,,,,,
SUTTER EAST BAY HOSPS CTR,Spinal Refusion Surgery,<20,,,,,
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Spinal Refusion Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Spinal Refusion Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Spinal Refusion Surgery,<20,,,,,
"ALTA BATES SUMMIT MED CTR, OAKLAND",Spinal Refusion Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Spinal Refusion Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Spinal Refusion Surgery,56,1,0.72,0.02,4.01,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Spinal Refusion Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Spinal Refusion Surgery,,,,,,
"SUTTER MED CTR, CASTRO VALLEY",Spinal Refusion Surgery,<20,,,,,
"EDEN MED CTR, CASTRO VALLEY",Spinal Refusion Surgery,,,,,,
SAN LEANDRO HOSP,Spinal Refusion Surgery,,,,,,
SUTTER ROSEVILLE MED CTR,Spinal Refusion Surgery,32,0,,,,
SUTTER WEST BAY HOSPS,Spinal Refusion Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, DAVIES CAM HOSP, S F",Spinal Refusion Surgery,<20,,,,,
SUTTER WEST BAY HOSPS,Spinal Refusion Surgery,<20,,,,,
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Spinal Refusion Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Spinal Refusion Surgery,,,,,,
"TEMPLE COMMUNITY HOSP, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
"TRI-CITY MED CTR, OCEANSIDE",Spinal Refusion Surgery,<20,,,,,
"TRI-CITY REGIONAL MED CTR, HAWAIIAN GARDENS",Spinal Refusion Surgery,<20,,,,,
"UHS-CORONA, INC.",Spinal Refusion Surgery,<20,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Spinal Refusion Surgery,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Spinal Refusion Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Spinal Refusion Surgery,52,1,0.62,0.02,3.47,N.D.
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Spinal Refusion Surgery,35,0,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Spinal Refusion Surgery,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Spinal Refusion Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Spinal Refusion Surgery,48,1,0.68,0.02,3.77,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Spinal Refusion Surgery,<20,,,,,
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Spinal Refusion Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Spinal Refusion Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Spinal Refusion Surgery,207,0,0.00,0.00,0.61,Low
"UCSF MED CTR, SAN FRANCISCO",Spinal Refusion Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Spinal Refusion Surgery,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Spinal Refusion Surgery,<20,,,,,
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Spinal Refusion Surgery,<20,,,,,
"WASHINGTON HOSP, FREMONT",Spinal Refusion Surgery,<20,,,,,
WATSONVILLE COMMUNITY HOSP,Spinal Refusion Surgery,<20,,,,,
WESTERN MED CTR SANTA ANA,Spinal Refusion Surgery,<20,,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Spinal Refusion Surgery,<20,,,,,
ADVENTIST HEALTH SYSTEMS,Small Bowel Surgery,40,0,0.00,0.00,2.69,N.D.
"ADVENTIST MED CTR, HANFORD",Small Bowel Surgery,,,,,,
ADVENTIST MED CTR-SELMA,Small Bowel Surgery,,,,,,
"ADVENTIST MED CTR, REEDLEY",Small Bowel Surgery,<20,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Small Bowel Surgery,<20,,,,,
ALAMEDA COUNTY MED CTR,Small Bowel Surgery,88,3,2.41,0.50,7.04,N.D.
"ALAMEDA COUNTY MED CTR, OAKLAND",Small Bowel Surgery,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Small Bowel Surgery,,,,,,
ALAMEDA HOSP,Small Bowel Surgery,<20,,,,,
ALHAMBRA HOSP MED CTR,Small Bowel Surgery,<20,,,,,
"ALTA LOS ANGELES HOSPS, INC.",Small Bowel Surgery,<20,,,,,
LOS ANGELES COMMUNITY HOSP,Small Bowel Surgery,,,,,,
NORWALK COMMUNITY HOSP,Small Bowel Surgery,,,,,,
"ALVARADO HOSP, LLC",Small Bowel Surgery,<20,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Small Bowel Surgery,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Small Bowel Surgery,,,,,,
ANAHEIM GENERAL HOSP,Small Bowel Surgery,<20,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Small Bowel Surgery,66,1,0.46,0.01,2.55,N.D.
"ARROWHEAD RGN MED CTR, COLTON",Small Bowel Surgery,80,3,1.13,0.23,3.31,N.D.
BAKERSFIELD HEART HOSP,Small Bowel Surgery,<20,,,,,
BAKERSFIELD MEMORIAL HOSP,Small Bowel Surgery,48,0,0.00,0.00,2.60,N.D.
"BANNER LASSEN MED CTR, SUSANVILLE",Small Bowel Surgery,<20,,,,,
BARSTOW COMMUNITY HOSP,Small Bowel Surgery,<20,,,,,
"BARTON MEMORIAL HOSP, SOUTH LAKE TAHOE",Small Bowel Surgery,<20,,,,,
"BEAR VALLEY COMMUNITY HOSP, BIG BEAR LAKE",Small Bowel Surgery,<20,,,,,
BELLFLOWER MED CTR,Small Bowel Surgery,<20,,,,,
"BEVERLY HOSP, MONTEBELLO",Small Bowel Surgery,<20,,,,,
"CALIFORNIA HOSP MED CTR, LOS ANGELES",Small Bowel Surgery,64,0,0.00,0.00,1.98,N.D.
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Small Bowel Surgery,,,,,,
SAN FRANCISCO,Small Bowel Surgery,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Small Bowel Surgery,516,7,0.31,0.12,0.63,Low
"CENTINELA HOSP MED CTR, INGLEWOOD",Small Bowel Surgery,33,0,,,,
"CHAPMAN MED CTR, ORANGE",Small Bowel Surgery,<20,,,,,
CHILDRENS HOSP AND RESEARCH CTR AT OAKLAND,Small Bowel Surgery,34,0,,,,
"CHILDREN'S HOSP CENTRAL CA, MADERA",Small Bowel Surgery,90,0,0.00,0.00,1.39,N.D.
CHILDRENS HOSP OF LOS ANGELES,Small Bowel Surgery,69,1,0.44,0.01,2.48,N.D.
"CHILDREN'S HOSP OF ORANGE COUNTY, ORANGE",Small Bowel Surgery,60,0,0.00,0.00,1.43,N.D.
"CHINO VALLEY MED CTR, CHINO",Small Bowel Surgery,<20,,,,,
"CITRUS VALLEY MED CTR, INC.",Small Bowel Surgery,67,8,3.66,1.58,7.20,High
"CITRUS VALLEY MED CTR, IC , COVINA",Small Bowel Surgery,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Small Bowel Surgery,,,,,,
