hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
"CHILDREN'S HOSP CENTRAL CA, MADERA",Colon Surgery,62,0,0.00,0.00,2.01,N.D.
CHILDRENS HOSP OF LOS ANGELES,Colon Surgery,75,0,0.00,0.00,1.86,N.D.
"CHILDREN'S HOSP OF ORANGE COUNTY, ORANGE",Colon Surgery,36,0,0.00,0.00,2.96,N.D.
"CHINESE HOSP, SAN FRANCISCO",Colon Surgery,36,0,0.00,0.00,3.39,N.D.
"CHINO VALLEY MED CTR, CHINO",Colon Surgery,<20,,,,,
"CITRUS VALLEY MED CTR, INC.",Colon Surgery,145,4,0.82,0.22,2.10,N.D.
"CITRUS VALLEY MED CTR, IC , COVINA",Colon Surgery,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Colon Surgery,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Colon Surgery,107,5,1.19,0.39,2.78,N.D.
CLOVIS COMMUNITY MED CTR,Colon Surgery,125,4,1.27,0.35,3.26,N.D.
"COAST PLAZA HOSP, NORWALK",Colon Surgery,<20,,,,,
"COASTAL COMMUNITIES HOSP, SANTA ANA",Colon Surgery,20,0,,,,
COLUSA REG MED CTR,Colon Surgery,<20,,,,,
COMMUNITY AND MISSION HOSP OF HUNTINGTON PARK,Colon Surgery,<20,,,,,
COMMUNITY HOSP LONG BEACH,Colon Surgery,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Colon Surgery,115,3,0.86,0.18,2.53,N.D.
COMMUNITY HOSP OF SAN BERNARDINO,Colon Surgery,<20,,,,,
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Colon Surgery,123,8,2.03,0.88,4.00,N.D.
"COMMUNITY REGIONAL MED CTR, FRESNO",Colon Surgery,252,6,0.65,0.24,1.41,N.D.
"CONTRA COSTA REGIONAL MED CTR, MARTINEZ",Colon Surgery,74,5,2.53,0.82,5.91,N.D.
COUNTY OF VENTURA,Colon Surgery,120,6,2.36,0.87,5.14,N.D.
VENTURA COUNTY MED CTR,Colon Surgery,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Colon Surgery,,,,,,
"DAMERON HOSP, STOCKTON",Colon Surgery,25,2,,,,
DELANO REGIONAL MED CTR,Colon Surgery,<20,,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Colon Surgery,177,1,0.17,0.00,0.97,Low
"DESERT VALLEY HOSP, VICTORVILLE",Colon Surgery,<20,,,,,
DIGNITY HEALTH,Colon Surgery,86,0,0.00,0.00,1.73,N.D.
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Colon Surgery,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Colon Surgery,,,,,,
DIGNITY HEALTH,Colon Surgery,86,4,1.67,0.46,4.28,N.D.
"MERCY HOSP, BAKERSFIELD",Colon Surgery,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Colon Surgery,,,,,,
DOCTORS HOSP OF MANTECA,Colon Surgery,27,0,,,,
"DOCTORS MED CTR, MODESTO",Colon Surgery,148,5,1.08,0.35,2.52,N.D.
"DOCTORS MED CTR, SAN PABLO",Colon Surgery,31,0,,,,
DOWNEY REGIONAL MED CTR,Colon Surgery,37,0,,,,
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Colon Surgery,63,0,0.00,0.00,2.17,N.D.
"EAST LOS ANGELES DOCTORS HOSP, LOS ANGELES",Colon Surgery,<20,,,,,
"EAST VALLEY HOSP MED CTR, GLENDORA",Colon Surgery,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Colon Surgery,252,1,0.14,0.00,0.78,Low
EL CAMINO HOSP,Colon Surgery,,,,,,
"EL CAMINO HOSP, LOS GATOS",Colon Surgery,20,0,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Colon Surgery,205,1,0.15,0.00,0.83,Low
"EMANUEL MED CTR INC, TURLOCK",Colon Surgery,95,4,1.50,0.41,3.83,N.D.
"ENCINO HOSP MED CTR, ENCINO",Colon Surgery,<20,,,,,
ENLOE MED CTR,Colon Surgery,171,0,0.00,0.00,0.67,Low
"ENLOE MED CTR-COHASSET, CHICO",Colon Surgery,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Colon Surgery,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Colon Surgery,,,,,,
"FAIRCHILD MED CTR, YREKA",Colon Surgery,<20,,,,,
FALLBROOK HOSP DISTRICT,Colon Surgery,<20,,,,,
"FEATHER RIVER HOSP, PARADISE",Colon Surgery,59,2,1.29,0.16,4.65,N.D.
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Colon Surgery,,,,,,
GLENDORA,Colon Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Colon Surgery,154,0,0.00,0.00,0.78,Low
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Colon Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Colon Surgery,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Colon Surgery,20,0,,,,
FREMONT-RIDEOUT HEALTH GROUP,Colon Surgery,61,0,0.00,0.00,2.66,N.D.
"FREMONT MED CTR, YUBA CITY",Colon Surgery,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Colon Surgery,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Colon Surgery,41,1,,,,
FRESNO HEART AND SURGICAL HOSP,Colon Surgery,60,0,0.00,0.00,2.69,N.D.
FRESNO SURGICAL HOSP,Colon Surgery,<20,,,,,
GARDEN GROVE HOSP AND MED CTR,Colon Surgery,23,0,,,,
"GARFIELD MED CTR, MONTEREY PARK",Colon Surgery,50,0,0.00,0.00,2.33,N.D.
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Colon Surgery,<20,,,,,
GLENDALE ADVENTIST MED CTR,Colon Surgery,107,5,1.76,0.57,4.10,N.D.
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Colon Surgery,152,1,0.23,0.01,1.26,N.D.
"GOOD SAMARITAN HOSP, LOS ANGELES",Colon Surgery,37,1,0.77,0.02,4.28,N.D.
"GOOD SAMARITAN HOSP, LP",Colon Surgery,182,0,0.00,0.00,0.71,Low
"MISSION OAKS HOSP, LOS GATOS",Colon Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Colon Surgery,,,,,,
"GREATER EL MONTE COMMUNITY HOSP, SOUTH EL MONTE",Colon Surgery,<20,,,,,
"GROSSMONT HOSP, LA MESA",Colon Surgery,208,0,0.00,0.00,0.57,Low
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Colon Surgery,<20,,,,,
HEMET VALLEY MED CTR,Colon Surgery,95,0,0.00,0.00,1.10,N.D.
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Colon Surgery,62,0,0.00,0.00,2.28,N.D.
"HI-DESERT MED CTR, JOSHUA TREE",Colon Surgery,<20,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Colon Surgery,302,5,0.45,0.15,1.04,N.D.
"HOAG HOSPITAL, IRVINE",Colon Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Colon Surgery,,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Colon Surgery,61,4,2.21,0.60,5.66,N.D.
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Colon Surgery,72,0,0.00,0.00,2.27,N.D.
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Colon Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Colon Surgery,,,,,,
HUNTINGTON BEACH HOSP,Colon Surgery,<20,,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Colon Surgery,295,16,1.61,0.92,2.61,N.D.
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Colon Surgery,56,0,0.00,0.00,3.00,N.D.
"JOHN MUIR MED CTR, CONCORD",Colon Surgery,137,5,1.07,0.35,2.49,N.D.
"JOHN MUIR MED CTR, WALNUT CREEK",Colon Surgery,201,4,0.55,0.15,1.40,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Colon Surgery,120,2,0.65,0.08,2.34,N.D.
"KAISER FOUNDATION HOSP, BALDWIN PARK",Colon Surgery,186,2,0.39,0.05,1.39,N.D.
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Colon Surgery,188,3,0.52,0.11,1.52,N.D.
"KAISER FOUNDATION HOSP, FRESNO",Colon Surgery,117,2,0.60,0.07,2.18,N.D.
"KAISER FOUNDATION HOSP, LOS ANGELES",Colon Surgery,207,2,0.25,0.03,0.89,Low
"KAISER FOUNDATION HOSP, MORENO VALLEY",Colon Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, PANORAMA CITY",Colon Surgery,160,0,0.00,0.00,0.83,Low
"KAISER FOUNDATION HOSP, REDWOOD CITY",Colon Surgery,76,0,0.00,0.00,2.11,N.D.
"KAISER FOUNDATION HOSP, RIVERSIDE",Colon Surgery,142,1,0.19,0.01,1.04,N.D.
"KAISER FOUNDATION HOSP, ROSEVILLE",Colon Surgery,252,8,1.08,0.47,2.14,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Colon Surgery,161,4,0.85,0.23,2.16,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Colon Surgery,251,0,0.00,0.00,0.50,Low
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Colon Surgery,176,0,0.00,0.00,0.60,Low
KAISER FOUNDATION HOSP-SAN JOSE,Colon Surgery,123,1,0.24,0.01,1.33,N.D.
"KAISER FOUNDATION HOSP, SAN RAFAEL",Colon Surgery,105,1,0.35,0.01,1.94,N.D.
KAISER FOUNDATION HOSP-SANTA CLARA,Colon Surgery,219,4,0.59,0.16,1.51,N.D.
"KAISER FOUNDATION HOSP, SANTA ROSA",Colon Surgery,141,4,1.29,0.35,3.31,N.D.
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Colon Surgery,123,2,0.50,0.06,1.81,N.D.
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Colon Surgery,128,1,0.27,0.01,1.49,N.D.
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Colon Surgery,106,3,0.92,0.19,2.70,N.D.
"KAISER FOUNDATION HOSP, VACAVILLE",Colon Surgery,77,0,0.00,0.00,1.62,N.D.
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Colon Surgery,117,2,0.42,0.05,1.52,N.D.
KAISER FOUNDATION HOSP-WALNUT CREEK,Colon Surgery,193,4,0.59,0.16,1.51,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Colon Surgery,155,2,0.39,0.05,1.42,N.D.
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Colon Surgery,184,1,0.20,0.01,1.09,N.D.
KAISER FOUNDATION HOSPS,Colon Surgery,176,1,0.25,0.01,1.41,N.D.
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Colon Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Colon Surgery,,,,,,
KAISER FOUNDATION HOSPS,Colon Surgery,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Colon Surgery,121,1,0.37,0.01,2.06,N.D.
KAISER FOUNDATION HOSPS,Colon Surgery,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Colon Surgery,244,1,0.13,0.00,0.71,Low
"KAISER FOUNDATION HOSP, ONTARIO",Colon Surgery,40,0,,,,
KAISER FOUNDATION HOSPS,Colon Surgery,143,1,0.18,0.01,1.01,N.D.
"KAISER FOUNDATION HOSP, FREMONT",Colon Surgery,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Colon Surgery,,,,,,
KAISER FOUNDATION HOSPS,Colon Surgery,168,3,0.46,0.10,1.36,N.D.
"KAISER FOUNDATION HOSP, MODESTO",Colon Surgery,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Colon Surgery,,,,,,
KAISER FOUNDATION HOSPS,Colon Surgery,223,7,1.01,0.40,2.07,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Colon Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Colon Surgery,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Colon Surgery,118,3,0.88,0.18,2.57,N.D.
"KECK HOSP OF USC, LOS ANGELES",Colon Surgery,177,1,0.14,0.00,0.80,Low
"KERN MED CTR, BAKERSFIELD",Colon Surgery,65,3,1.56,0.32,4.56,N.D.
LA PALMA INTERCOMMUNITY HOSP,Colon Surgery,32,0,,,,
"LAC+USC MED CTR, LOS ANGELES",Colon Surgery,189,0,0.00,0.00,0.60,Low
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Colon Surgery,179,1,0.14,0.00,0.80,Low
LAKEWOOD REGIONAL MED CTR,Colon Surgery,59,2,1.16,0.14,4.18,N.D.
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Colon Surgery,53,1,0.64,0.02,3.57,N.D.
LODI MEMORIAL HOSP,Colon Surgery,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Colon Surgery,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Colon Surgery,124,3,0.57,0.12,1.68,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Colon Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Colon Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Colon Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Colon Surgery,51,2,1.53,0.19,5.53,N.D.
LOMPOC VALLEY MED CTR,Colon Surgery,34,0,0.00,0.00,3.27,N.D.
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Colon Surgery,265,6,0.93,0.34,2.02,N.D.
LOS ALAMITOS MED CTR,Colon Surgery,89,1,0.46,0.01,2.55,N.D.
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Colon Surgery,194,0,0.00,0.00,0.70,Low
LOS ROBLES REGIONAL MED CTR,Colon Surgery,169,7,1.26,0.51,2.60,N.D.
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Colon Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Colon Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Colon Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Colon Surgery,,,,,,
"MAD RIVER COMMUNITY HOSP, ARCATA",Colon Surgery,<20,,,,,
MADERA COMMUNITY HOSP,Colon Surgery,29,0,,,,
MAMMOTH HOSP,Colon Surgery,<20,,,,,
MARIAN REGIONAL MEDICAL CENTER,Colon Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Colon Surgery,96,0,0.00,0.00,1.72,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Colon Surgery,41,1,,,,
"MARIN GENERAL HOSP, GREENBRAE",Colon Surgery,49,3,2.02,0.42,5.91,N.D.
MARINA DEL REY HOSP,Colon Surgery,36,0,,,,
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Colon Surgery,<20,,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Colon Surgery,65,0,0.00,0.00,2.13,N.D.
MEMORIAL HOSP LOS BANOS,Colon Surgery,<20,,,,,
MEMORIAL HOSP OF GARDENA,Colon Surgery,22,0,,,,
"MEMORIAL MED CTR, MODESTO",Colon Surgery,204,15,2.01,1.12,3.31,High
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Colon Surgery,<20,,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Colon Surgery,26,0,,,,
MENLO PARK SURGICAL HOSP,Colon Surgery,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Colon Surgery,164,0,0.00,0.00,0.67,Low
MERCY HOSP OF FOLSOM,Colon Surgery,55,4,3.00,0.82,7.68,N.D.
MERCY MED CTR MERCED,Colon Surgery,99,1,0.43,0.01,2.38,N.D.
MERCY MED CTR MT. SHASTA,Colon Surgery,<20,,,,,
MERCY MED CTR REDDING,Colon Surgery,205,4,0.70,0.19,1.80,N.D.
"MERCY SAN JUAN MED CTR, CARMICHAEL",Colon Surgery,180,1,0.19,0.01,1.08,N.D.
METHODIST HOSP OF SACRAMENTO,Colon Surgery,44,0,,,,
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Colon Surgery,132,4,1.09,0.30,2.80,N.D.
MILLS-PENINSULA HEALTH SERVICES,Colon Surgery,144,6,1.40,0.51,3.05,N.D.
"MILLS HEALTH CTR, SAN MATEO",Colon Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Colon Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Colon Surgery,<20,,,,,
MISSION HOSP REGIONAL MED CTR,Colon Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Colon Surgery,24,1,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Colon Surgery,124,1,0.26,0.01,1.45,N.D.
MONTCLAIR HOSP MED CTR,Colon Surgery,<20,,,,,
MONTEREY PARK HOSP,Colon Surgery,21,1,,,,
"NATIVIDAD MED CTR, SALINAS",Colon Surgery,38,0,,,,
NORTHBAY HEALTHCARE GROUP,Colon Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Colon Surgery,63,0,0.00,0.00,2.41,N.D.
"NORTHBAY VACAVALLEY HOSP, VACAVILLE",Colon Surgery,25,0,,,,
"NORTHERN INYO HOSP, BISHOP",Colon Surgery,<20,,,,,
NORTHRIDGE HOSP MED CTR,Colon Surgery,96,3,1.16,0.24,3.38,N.D.
NOVATO COMMUNITY HOSP,Colon Surgery,21,0,,,,
"O'CONNOR HOSP, SAN JOSE",Colon Surgery,131,3,0.70,0.15,2.05,N.D.
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Colon Surgery,<20,,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Colon Surgery,<20,,,,,
"OLYMPIA MED CTR, LOS ANGELES",Colon Surgery,28,0,,,,
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Colon Surgery,129,4,1.06,0.29,2.71,N.D.
OROVILLE HOSP,Colon Surgery,35,1,0.73,0.02,4.06,N.D.
PACIFIC ALLIANCE MED CTR,Colon Surgery,21,0,,,,
PACIFIC HOSP OF LONG BEACH,Colon Surgery,<20,,,,,
"PACIFICA HOSP OF THE VALLEY, SUN VALLEY",Colon Surgery,<20,,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Colon Surgery,<20,,,,,
PALMDALE REGIONAL MEDICAL CTR,Colon Surgery,25,0,,,,
"PALO VERDE HOSP, BLYTHE",Colon Surgery,<20,,,,,
PALOMAR HEALTH,Colon Surgery,99,6,1.82,0.67,3.96,N.D.
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Colon Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Colon Surgery,,,,,,
"PARADISE VALLEY HOSP, NATIONAL CITY",Colon Surgery,<20,,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Colon Surgery,33,0,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Colon Surgery,35,0,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Colon Surgery,<20,,,,,
PLACENTIA LINDA HOSP,Colon Surgery,40,4,,,,
"POMERADO HOSP, POWAY",Colon Surgery,47,2,1.88,0.23,6.78,N.D.
"POMONA VALLEY HOSP MED CTR, POMONA",Colon Surgery,187,3,0.54,0.11,1.58,N.D.
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Colon Surgery,152,5,1.15,0.37,2.67,N.D.
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Colon Surgery,170,2,0.40,0.05,1.44,N.D.
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Colon Surgery,,,,,,
SAN PEDRO,Colon Surgery,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Colon Surgery,155,6,1.33,0.49,2.89,N.D.
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Colon Surgery,180,6,1.05,0.39,2.29,N.D.
"PROVIDENCE TARZANA MED CTR, TARZANA",Colon Surgery,172,1,0.16,0.00,0.87,Low
"QUEEN OF THE VALLEY MED CTR, NAPA",Colon Surgery,75,0,0.00,0.00,1.96,N.D.
"RADY CHILDREN'S HOSP, SAN DIEGO",Colon Surgery,34,0,0.00,0.00,3.48,N.D.
REDLANDS COMMUNITY HOSP,Colon Surgery,179,1,0.19,0.01,1.06,N.D.
"REDWOOD MEMORIAL HOSP, FORTUNA",Colon Surgery,26,1,,,,
REGIONAL MED CTR OF SAN JOSE,Colon Surgery,46,0,0.00,0.00,2.56,N.D.
RIDGECREST REGIONAL HOSP,Colon Surgery,23,0,,,,
RIVERSIDE COMMUNITY HOSP,Colon Surgery,208,5,0.66,0.22,1.55,N.D.
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Colon Surgery,86,1,0.28,0.01,1.56,N.D.
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Colon Surgery,275,13,1.56,0.83,2.67,N.D.
SADDLEBACK MEMORIAL MED CTR,Colon Surgery,147,0,0.00,0.00,0.76,Low
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Colon Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Colon Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Colon Surgery,189,6,1.00,0.37,2.18,N.D.
"SAINT FRANCIS MED CTR, LYNWOOD",Colon Surgery,110,0,0.00,0.00,0.93,Low
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Colon Surgery,26,0,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Colon Surgery,224,2,0.29,0.04,1.06,N.D.
"SAINT LOUISE REGIONAL HOSP, GILROY",Colon Surgery,61,3,1.78,0.37,5.20,N.D.
"SAINT VINCENT MED CTR, LOS ANGELES",Colon Surgery,54,0,0.00,0.00,2.10,N.D.
SALINAS VALLEY MEMORIAL HOSP,Colon Surgery,112,2,0.62,0.08,2.24,N.D.
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Colon Surgery,150,5,1.22,0.40,2.85,N.D.
SAN DIMAS COMMUNITY HOSP,Colon Surgery,28,2,,,,
SAN FRANCISCO GENERAL HOSP,Colon Surgery,68,3,1.04,0.22,3.05,N.D.
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Colon Surgery,26,0,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Colon Surgery,25,0,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Colon Surgery,189,9,1.56,0.71,2.95,N.D.
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Colon Surgery,50,1,0.75,0.02,4.16,N.D.
SAN MATEO MED CTR,Colon Surgery,48,1,0.80,0.02,4.48,N.D.
"SAN RAMON REGIONAL MED CTR, INC.",Colon Surgery,189,0,0.00,0.00,0.93,Low
SAN RAMON REGIONAL MED CTR,Colon Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Colon Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Colon Surgery,163,2,0.47,0.06,1.70,N.D.
SANTA BARBARA COTTAGE HOSP,Colon Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Colon Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Colon Surgery,105,5,1.53,0.50,3.57,N.D.
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Colon Surgery,100,1,0.33,0.01,1.86,N.D.
SANTA ROSA MEMORIAL HOSP,Colon Surgery,112,0,0.00,0.00,1.10,N.D.
"SCRIPPS GREEN HOSP, LA JOLLA",Colon Surgery,177,0,0.00,0.00,1.04,N.D.
SCRIPPS HEALTH,Colon Surgery,285,13,1.79,0.95,3.06,N.D.
"SCRIPPS MERCY HOSP, SAN DIEGO",Colon Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Colon Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Colon Surgery,96,0,0.00,0.00,1.63,N.D.
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Colon Surgery,200,4,0.61,0.17,1.56,N.D.
"SEQUOIA HOSP, REDWOOD CITY",Colon Surgery,62,2,1.37,0.17,4.96,N.D.
SETON MED CTR,Colon Surgery,75,3,1.19,0.25,3.49,N.D.
"SETON MED CTR-COASTSIDE, MOSS BEACH",Colon Surgery,,,,,,
"SETON MED CTR, DALY CITY",Colon Surgery,,,,,,
SHARP CHULA VISTA MED CTR,Colon Surgery,135,1,0.22,0.01,1.20,N.D.
SHARP CORONADO HOSP AND HEALTHCARE CTR,Colon Surgery,<20,,,,,
"SHARP MEMORIAL HOSP, SAN DIEGO",Colon Surgery,300,11,1.05,0.52,1.87,N.D.
"SHASTA REGIONAL MED CTR, REDDING",Colon Surgery,87,5,2.08,0.68,4.86,N.D.
SHERMAN OAKS HOSP,Colon Surgery,<20,,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Colon Surgery,67,2,1.04,0.13,3.77,N.D.
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Colon Surgery,42,0,0.00,0.00,3.54,N.D.
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Colon Surgery,93,0,0.00,0.00,1.82,N.D.
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Colon Surgery,87,1,0.47,0.01,2.60,N.D.
SONOMA VALLEY HOSP,Colon Surgery,<20,,,,,
SONORA REGIONAL MED CTR,Colon Surgery,33,1,,,,
SONORA REGIONAL MED CTR CAMPUS #1,Colon Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Colon Surgery,,,,,,
ST BERNARDINE MED CTR,Colon Surgery,59,1,0.50,0.01,2.79,N.D.
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Colon Surgery,33,0,0.00,0.00,3.13,N.D.
"ST HELENA HOSP, CLEARLAKE",Colon Surgery,<20,,,,,
"ST HELENA HOSP, ST HELENA",Colon Surgery,32,0,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Colon Surgery,42,3,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Colon Surgery,77,3,1.37,0.28,3.99,N.D.
ST JOSEPH HOSP EUREKA,Colon Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Colon Surgery,92,2,0.95,0.12,3.42,N.D.
"ST JOSEPH HOSP, ORANGE",Colon Surgery,295,8,0.84,0.36,1.65,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Colon Surgery,133,4,0.93,0.25,2.37,N.D.
"ST JUDE MED CTR, FULLERTON",Colon Surgery,230,4,0.65,0.18,1.66,N.D.
"ST MARY MED CTR, APPLE VALLEY",Colon Surgery,85,3,1.00,0.21,2.93,N.D.
"ST MARY MED CTR, LONG BEACH",Colon Surgery,39,1,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Colon Surgery,30,0,,,,
